id,time,status
1,8.503386966300786,1
2,2.3878354795804637,1
3,3.3162045821874764,1
4,0.8608038010331687,1
5,5.3171451096140085,1
6,3.0021597525403254,1
7,6.870705386440692,1
8,0.7937904698473051,1
9,8.744875292282448,1
10,5.38129064184833,1
11,8.544401552530738,1
12,2.6371292937666544,1
13,15.0,0
14,6.620403034119363,1
15,10.995071488964989,1
16,4.03337885388208,1
17,3.41611779720317,1
18,2.9616719085305476,1
19,3.7405229550556385,1
20,6.369591779048505,1
21,1.8436106498335234,1
22,3.915799381699266,1
23,8.203915017819355,1
24,3.7962421441726386,1
25,10.688968917779755,1
26,7.341756332335377,1
27,5.6780168861491385,1
28,4.951357914522817,1
29,6.695423914457585,1
30,3.626961178398459,1
31,6.857053493513332,1
32,3.9514010808739366,1
33,6.486031076680696,1
34,4.329746391478049,1
35,7.845982571966933,1
36,6.1808538530088555,1
37,6.6240442458679905,1
38,4.8796692603087335,1
39,2.1804669187742585,1
40,1.6914397614947267,1
41,5.045788308927175,1
42,1.5461113951760674,1
43,2.8455233762248304,1
44,1.192088211455788,1
45,1.105665802267988,1
46,4.263532150304359,1
47,3.4512069254714723,1
48,9.794486422738617,1
49,10.971349348881652,1
50,1.4374300230964554,1
51,4.318122510047514,1
52,7.786823230062938,1
53,10.494721971105317,1
54,1.9485857683437895,1
55,3.587950901816023,1
56,3.8021631397980777,1
57,2.698436640737238,1
58,5.391799609607554,1
59,8.369569441273642,1
60,12.540453864909352,1
61,7.52915261703667,1
62,5.088689735101987,1
63,7.110963517563086,1
64,5.416855713268119,1
65,1.3489025734759057,1
66,3.9387304899550486,1
67,1.43551282278111,1
68,3.2709358288891317,1
69,2.0377310805273687,1
70,10.79523685855145,1
71,3.434415437896112,1
72,3.4033494470382712,1
73,0.7132415513433272,1
74,5.079946531744003,1
75,0.9342149663743886,1
76,7.78981289454509,1
77,7.1230882894735075,1
78,8.91404353610344,1
79,3.871447563433989,1
80,7.133098157993452,1
81,3.3954605609026918,1
82,2.8311290335184855,1
83,4.116096389116642,1
84,11.241787365131756,1
85,2.5341147478762807,1
86,10.508498063488155,1
87,0.6658875427333467,1
88,2.4589508964428317,1
89,3.874470753687405,1
90,0.7463112034118549,1
91,7.199394614559283,1
92,8.441282199615829,1
93,9.038587410843652,1
94,1.059588536525996,1
95,5.132113737261912,1
96,6.523978243203853,1
97,5.752812054480505,1
98,2.2661996382923584,1
99,4.47118717176651,1
100,3.209538772747627,1
101,4.084556125176801,1
102,3.014324969681076,1
103,3.53973537149257,1
104,7.87299643217542,1
105,0.996933772075854,1
106,1.8793276172087392,1
107,9.130402776971575,1
108,4.466626721643317,1
109,5.1708229883374335,1
110,7.680413411541491,1
111,6.471426607211556,1
112,5.171922579288388,1
113,4.886130314270992,1
114,7.328099040191388,1
115,5.1230777078775445,1
116,0.4207699921654792,1
117,4.201256523419511,1
118,0.407581573997304,1
119,4.074702463028953,1
120,2.9568846726427314,1
121,1.7078549011825248,1
122,1.4261804633518724,1
123,5.7438833238692215,1
124,0.3193623497423334,1
125,1.6799817818691318,1
126,2.9817137122518917,1
127,4.866336132328969,1
128,8.960308512029693,1
129,6.5148681560331205,1
130,4.837549961995181,1
131,13.558723569345714,1
132,8.653089616847923,1
133,13.222226698416666,1
134,8.741731146259072,1
135,1.7741022099835342,1
136,5.016955564842977,1
137,1.933359996403485,1
138,5.0851330062882525,1
139,3.33005172431027,1
140,9.120593255298907,1
141,5.536848741834915,1
142,8.740280240555936,1
143,3.5547604701084756,1
144,4.305252268570677,1
145,9.250337826678381,1
146,0.8155912449254199,1
147,0.6858490531661371,1
148,6.526399121880867,1
149,1.367135862452504,1
150,1.2800719312925277,1
151,4.867839605359641,1
152,1.132568364696743,1
153,2.0782355919502025,1
154,3.1512693032998134,1
155,3.2739708911974126,1
156,1.8221211390724479,1
157,3.4228018859931595,1
158,3.948959992745497,1
159,10.52915140559854,1
160,7.295586314528179,1
161,4.922763108493753,1
162,7.090471930971358,1
163,3.558111392269974,1
164,1.1214816079526602,1
165,5.660470179476722,1
166,4.289487492737169,1
167,3.4540041338944634,1
168,2.4689083596742654,1
169,0.8049849984120707,1
170,8.410518032473732,1
171,1.825487300081404,1
172,12.951123623996857,1
173,4.97373475718868,1
174,3.3512149158876277,1
175,2.054127839699917,1
176,5.442751294499381,1
177,6.60254709801081,1
178,1.7898602790279643,1
179,1.5036261566041635,1
180,3.8192883620501283,1
181,2.519589544379492,1
182,2.4740814777620788,1
183,5.365344583387644,1
184,10.98874498228177,1
185,0.8477273747512558,1
186,8.007699011878616,1
187,1.1478163454631094,1
188,1.7891011385989528,1
189,12.404299016425536,1
190,4.059603063356819,1
191,11.948174174794783,1
192,2.33699312690634,1
193,7.127659111974234,1
194,7.972000023231183,1
195,6.662127734417568,1
196,2.256147001510408,1
197,2.373843245589204,1
198,0.5231537747553204,1
199,2.3059600538912735,1
200,1.2417334977447776,1
201,3.7406543173249247,1
202,3.216547262540361,1
203,4.036558343115616,1
204,8.527694943636233,1
205,1.1716227526882925,1
206,5.663825331100755,1
207,5.948969774602873,1
208,2.9422213636312096,1
209,4.4685710601180055,1
210,3.511402056459541,1
211,1.8604845146633442,1
212,0.8580558323057353,1
213,4.633663995243494,1
214,3.9603562328452253,1
215,9.73531267747588,1
216,0.5908623559935733,1
217,2.07502702934763,1
218,7.25992529966889,1
219,5.518349038734762,1
220,3.4936972279086893,1
221,4.234546826764716,1
222,10.063157258105118,1
223,2.057648756981111,1
224,4.879898476571699,1
225,5.775577749819752,1
226,10.51739007896894,1
227,6.030639983786673,1
228,7.075575798673932,1
229,2.0613036454489877,1
230,1.198872278901449,1
231,0.2967396976331968,1
232,2.401065047267532,1
233,3.4022646288026293,1
234,6.36298896493124,1
235,0.3468760226109926,1
236,4.193298115656331,1
237,2.026755939959242,1
238,3.6298109425824525,1
239,1.0999699598536525,1
240,2.1586603490339047,1
241,4.702972837753118,1
242,0.7169678336591735,1
243,4.0562824322021,1
244,3.4167969715897364,1
245,4.792823542420569,1
246,2.405704409136611,1
247,6.204386611628103,1
248,10.889871064229906,1
249,12.362403556479528,1
250,4.317766977224651,1
251,2.9198735143606096,1
252,3.581107364598112,1
253,2.3594061175574947,1
254,1.7329765388875396,1
255,5.952043658878605,1
256,4.8563381809871995,1
257,0.6550982263577242,1
258,3.6386535995172213,1
259,3.0122620961269666,1
260,6.094741817143764,1
261,6.250883017384635,1
262,2.377453808997491,1
263,2.186035477039168,1
264,4.6130654571286875,1
265,1.6946124729652647,1
266,0.34466338955443676,1
267,8.215443945116942,1
268,7.668057982273773,1
269,1.2080316686972001,1
270,4.877526776122199,1
271,3.2807156672768216,1
272,1.974245576412856,1
273,5.191442291481172,1
274,2.3685440163556724,1
275,2.748427525796484,1
276,4.487511972019162,1
277,1.9699713559433691,1
278,0.6959930999643983,1
279,4.614252905657108,1
280,2.7979697767677836,1
281,8.0902184628563,1
282,3.393393046721754,1
283,1.6812505890086835,1
284,3.166814147772832,1
285,5.748741409348611,1
286,4.782326869484798,1
287,2.1318991261592743,1
288,3.9150358571894817,1
289,3.793169098012674,1
290,4.376379964644603,1
291,6.278703791113886,1
292,0.4209845104609654,1
293,10.225477270221464,1
294,1.6267729611889616,1
295,7.210020091088239,1
296,7.754236221104918,1
297,10.186833951755602,1
298,1.7003664511212584,1
299,2.3716524639592134,1
300,5.329553690677486,1
301,11.716848085292376,1
302,3.52403938485827,1
303,8.891080278631193,1
304,12.749231490268851,1
305,4.256093356870345,1
306,9.124954616541196,1
307,6.203341358592657,1
308,0.00968308358597118,1
309,10.188960644455594,1
310,3.464379133349417,1
311,9.188490724700507,1
312,3.488328753602961,1
313,2.4803189715751155,1
314,4.09216070112879,1
315,7.417957669694153,1
316,3.3738655647237663,1
317,2.084151809920397,1
318,4.461414832876826,1
319,1.8239289083885455,1
320,7.236341169460458,1
321,2.453660404214196,1
322,6.6814825667412165,1
323,3.7909528362685316,1
324,4.1106085795549125,1
325,6.7078654964676705,1
326,2.790127101183481,1
327,5.315546160517616,1
328,2.1735968338328373,1
329,9.40060797308807,1
330,0.7911403649451764,1
331,15.0,0
332,2.1404896805071454,1
333,1.8552078889369115,1
334,4.6063987080989435,1
335,6.579416418086331,1
336,2.613568177919494,1
337,12.76682749261761,1
338,4.986138035687576,1
339,4.5190670883311155,1
340,3.723164504918899,1
341,3.796714134556991,1
342,0.3309688663621884,1
343,5.811906581832215,1
344,9.543457444965904,1
345,4.229551951311705,1
346,3.9952190858728938,1
347,6.6898199674163,1
348,2.7786856912503186,1
349,5.37138179836652,1
350,5.2509969833840655,1
351,6.3607006581543,1
352,6.075361922148036,1
353,2.522229900560333,1
354,10.005252176343152,1
355,9.21044996458486,1
356,6.253574808320115,1
357,5.261131916821932,1
358,2.1468252765913087,1
359,7.919179126677914,1
360,13.148900631890704,1
361,6.452546635112897,1
362,3.1775793538548087,1
363,11.277879934715699,1
364,5.325198543994252,1
365,7.800171063464541,1
366,0.32772750092613445,1
367,1.2265532917857795,1
368,5.041975836895957,1
369,4.725743912292794,1
370,2.265008338684423,1
371,0.6103521682458988,1
372,5.955587374119461,1
373,3.8196315162908623,1
374,2.3980567125695917,1
375,9.835917648476787,1
376,1.3961628253109046,1
377,3.8336798203215956,1
378,1.1587989063512205,1
379,3.1464194543966633,1
380,1.0664936233864353,1
381,4.410909159970743,1
382,6.230555087877601,1
383,5.073736927600965,1
384,8.427188222551473,1
